what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.generic.core,1.0.506.v20090817,"org.eclipse.jst.server.generic.core",1416252522068
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.jst.server.preview.adapter",1416252522068
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1416252522568
opened,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1416252522728
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.102.v20090424,"org.eclipse.jst.server.tomcat.ui",1416252522788
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1416252523878
started,bundle,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser",1416252526560
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252527571
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252527581
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252528341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252563563
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252567523
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252582623
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1416252586453
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1416252605033
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1416252605633
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1416252605663
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1416252605673
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1416252605673
started,bundle,org.eclipse.jst.jsp.core,1.2.204.v201001270045,"org.eclipse.jst.jsp.core",1416252605793
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1416252605893
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1416252605903
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1416252605923
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1416252610583
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252614703
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252616304
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1416252616314
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252620499
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252682525
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252685320
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252860288
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252862898
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252864768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416252867588
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1416253042590
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1416253042790
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1416253042800
